dataset,model,class,hypothesis_id,selection_rule,selected,observation_count,duration_s,support_mean,normal_std_deg,offset_std_m,cx,cy,nx,ny,d,length,latest_state,ever_strong
walls_pillars_3,InGraph,wall_like,105,ever_strong,False,2,0.5819950103759766,228.0,4.070023110645512e-12,0.012945413801293094,-16.089063715,-4.971746996,0.5746787917861053,0.8183790602595243,13.31481883217942,3.537050247,weak_tracked,False
walls_pillars_3,InGraph,pillar_like,106,ever_strong,True,67,18.69894504547119,55.134328358208954,13.88140107964528,87.26248169885683,-13.431273252,1.80575355,0.4800007640986219,0.8772680698992407,573.8539369100562,1.0,stale,True
walls_pillars_3,InGraph,pillar_like,107,ever_strong,True,117,32.57990503311157,90.91452991452991,21.401449407626043,213.610755840204,-5.44725958,-3.880699071,0.6850476861902057,0.7284982276199754,711.6095916274729,1.0,stale,True
walls_pillars_3,InGraph,wall_like,108,ever_strong,False,1,0.0,171.0,0.0,0.0,-10.429672535,5.853284183,0.816519689715962,-0.5773175870403993,12.221382907931849,5.982595921,candidate,False
walls_pillars_3,InGraph,wall_like,109,ever_strong,False,1,0.0,51.0,0.0,0.0,-17.209634126,-4.203927222,0.8314762950595999,-0.5555602314366654,11.986893749230196,3.216012955,candidate,False
walls_pillars_3,InGraph,wall_like,110,ever_strong,True,72,18.998939752578735,421.47222222222223,0.23092472392605587,0.016044988938138462,4.033388131,-1.651417833,0.8236859436346241,-0.5670462646546036,-4.2591935492773,3.484556675,stale,True
walls_pillars_3,InGraph,wall_like,111,ever_strong,True,147,44.44210195541382,481.5034013605442,0.6050079147544234,0.06289488800607548,1.541507175,2.105994281,0.5698816554653561,0.8217267786582504,-2.609308486384252,4.811777115,stale,True
walls_pillars_3,InGraph,wall_like,112,ever_strong,True,8,3.026989698410034,82.25,0.19453443456935743,0.06541145219279332,-7.540830187,8.599083727,0.5664288781459461,0.8241106272839376,-2.8153034559395596,2.541459084,stale,True
walls_pillars_3,InGraph,wall_like,113,ever_strong,False,1,0.0,244.0,0.0,0.0,3.440127029,-2.526336925,0.8219523539229819,-0.5695562552377677,-4.26696432495873,5.599597454,candidate,False
walls_pillars_3,InGraph,pillar_like,114,ever_strong,False,1,0.0,152.0,0.0,0.0,-4.247883253,5.59224366,0.6271725596504367,-0.7788803376780796,142.26273070481517,1.035457134,candidate,False
walls_pillars_3,InGraph,wall_like,115,ever_strong,False,1,0.0,50.0,0.0,0.0,-7.255541026,8.576528746,0.6038381234551305,0.797106969397575,-2.455958601683215,1.299220085,candidate,False
walls_pillars_3,InGraph,wall_like,116,ever_strong,False,1,0.0,56.0,0.0,0.0,-6.800337349,8.283692952,0.6014575884165649,0.7989047310763218,-2.5279296080279674,2.549253464,candidate,False
walls_pillars_3,InGraph,wall_like,117,ever_strong,False,1,0.0,224.0,0.0,0.0,-2.886474601,5.24502538,0.5840590787287415,0.8117111509364238,-2.6089087168461758,3.237125397,candidate,False
walls_pillars_3,InGraph,wall_like,118,ever_strong,False,4,3.803989887237549,186.25,0.567492278377748,0.09783018570011792,-4.349589432,5.500113173,0.5861331879723094,0.810214715959552,-1.9069175304966341,1.198801994,weak_tracked,False
walls_pillars_3,InGraph,wall_like,119,ever_strong,False,1,0.0,116.0,0.0,0.0,-7.014352023,8.336090762,0.598008014130167,0.8014901216085536,-2.487242036964254,2.002030373,candidate,False
walls_pillars_3,InGraph,wall_like,120,ever_strong,False,1,0.0,106.0,0.0,0.0,-6.921537302,8.334689314,0.6053419649161372,0.795965517790482,-2.444995251922443,2.160297394,candidate,False
walls_pillars_3,InGraph,wall_like,121,ever_strong,False,1,0.0,255.0,0.0,0.0,-6.006714272,7.565912383,0.5939605672242693,0.8044941544738683,-2.5189997766605066,2.329893112,candidate,False
walls_pillars_3,InGraph,wall_like,122,ever_strong,False,1,0.0,231.0,0.0,0.0,-6.016699573,7.53377497,0.5889971584585558,0.8081351046253015,-2.54451436353316,2.278075218,candidate,False
walls_pillars_3,InGraph,wall_like,123,ever_strong,False,1,0.0,250.0,0.0,0.0,-6.107296247,7.589287585,0.5892978770166901,0.807915844716281,-2.532505342297926,2.22476244,candidate,False
walls_pillars_3,InGraph,wall_like,124,ever_strong,False,4,2.600989818572998,158.25,0.3564407773394673,0.10330660804156556,-2.031060677,4.548452444,0.5632832205912198,0.8262638884765467,-2.6327332490597426,3.738039494,weak_tracked,False
walls_pillars_3,InGraph,wall_like,125,ever_strong,False,1,0.0,68.0,0.0,0.0,-7.07292646,7.967722657,0.5495261392108076,0.8354765241011048,-2.770649023122769,2.181322098,candidate,False
walls_pillars_3,InGraph,wall_like,126,ever_strong,False,1,0.0,87.0,0.0,0.0,-5.207866684,6.794623665,0.5756515775226602,0.8176950906637955,-2.5585251764433243,1.0,candidate,False
walls_pillars_3,InGraph,pillar_like,127,ever_strong,False,1,0.0,61.0,0.0,0.0,-3.64770147,5.341447812,0.47361797246882387,0.880730387890937,-432.9723480647353,1.0,candidate,False
walls_pillars_3,InGraph,wall_like,128,ever_strong,False,1,0.0,146.0,0.0,0.0,2.10479628,1.731943467,0.5699427531937091,0.8216844029686671,-2.6227304231958835,5.252534866,candidate,False
walls_pillars_3,InGraph,wall_like,131,ever_strong,True,21,6.81897497177124,422.57142857142856,0.20833731080322054,0.024144677541504827,1.09166116,-5.901314132,0.8270578835368051,-0.5621167648092525,-4.220774984882744,9.785083771,confirmed,True
walls_pillars_3,InGraph,pillar_like,132,ever_strong,False,1,0.0,81.0,0.0,0.0,-5.912145017,6.799508425,0.09204860632371974,-0.9957545149653406,599.1469769346079,1.0,candidate,False
walls_pillars_3,InGraph,wall_like,133,ever_strong,False,1,0.0,54.0,0.0,0.0,-5.16825496,6.733012048,0.561395458294766,0.8275476659419744,-2.679234005742801,1.63098073,candidate,False
walls_pillars_3,InGraph,wall_like,134,ever_strong,False,3,1.002000093460083,125.0,0.13568705368336223,0.07821906250728337,-6.12778437,7.411713531,0.5655698914779633,0.8247003685300527,-2.646763693554735,2.519055367,weak_tracked,False
